variable,cycle,table,raw_name,weight,description,category,in_dataset,units,chemical_family
LBXCRP,2003-2004,L11_C,,,Serum C-reactive protein (mg/dL),C-reactive protein,Response,NA,NA
LBXCRP,2005-2006,CRP_D,,,Serum C-reactive protein (mg/dL),C-reactive protein,Response,NA,NA
LBXCRP,2007-2008,CRP_E,,,Serum C-reactive protein (mg/dL),C-reactive protein,Response,NA,NA
LBXCRP,2009-2010,CRP_F,,,Serum C-reactive protein (mg/dL),C-reactive protein,Response,NA,NA
LBXCRP1,2001-2002,L11_B,LBXCRP,,Serum C-reactive protein replicate 1 (mg/dL),C-reactive protein,Response,NA,NA
LBXCRP2,2001-2002,L11_2_b,LB2CRP,,Serum C-reactive protein replicate 2 (mg/dL),C-reactive protein,Response,NA,NA
CVAARM,1999-2000,CVX,,,Arm selected for blood pressure monitoring,Cardiovascular Fitness,Response,NA,NA
CVAARM,2001-2002,CVX_B,,,Arm selected for blood pressure monitoring,Cardiovascular Fitness,Response,NA,NA
CVAARM,2003-2004,CVX_C,,,Arm selected for blood pressure monitoring,Cardiovascular Fitness,Response,NA,NA
CVACUFF,1999-2000,CVX,,,Cuff size used for blood pressure monitoring,Cardiovascular Fitness,Response,NA,NA
CVACUFF,2001-2002,CVX_B,,,Cuff size used for blood pressure monitoring,Cardiovascular Fitness,Response,NA,NA
CVACUFF,2003-2004,CVX_C,,,Cuff size used for blood pressure monitoring,Cardiovascular Fitness,Response,NA,NA
CVAPROT,1999-2000,CVX,,,Assigned exercise protocol,Cardiovascular Fitness,Response,NA,NA
CVAPROT,2001-2002,CVX_B,,,Assigned exercise protocol,Cardiovascular Fitness,Response,NA,NA
CVAPROT,2003-2004,CVX_C,,,Assigned exercise protocol,Cardiovascular Fitness,Response,NA,NA
CVATEMP,1999-2000,CVX,,,Room temperature (Degrees Fahrenheit),Cardiovascular Fitness,Response,NA,NA
CVATEMP,2001-2002,CVX_B,,,Room temperature (Degrees Fahrenheit),Cardiovascular Fitness,Response,NA,NA
CVATEMP,2003-2004,CVX_C,,,Room temperature (Degrees Fahrenheit),Cardiovascular Fitness,Response,NA,NA
CVAVEST,1999-2000,CVX,,,Mesh vest used,Cardiovascular Fitness,Response,NA,NA
CVAVEST,2001-2002,CVX_B,,,Mesh vest used,Cardiovascular Fitness,Response,NA,NA
CVAVEST,2003-2004,CVX_C,,,Mesh vest used,Cardiovascular Fitness,Response,NA,NA
CVAWG1,1999-2000,CVX,,,Warm-up grade (% incline),Cardiovascular Fitness,Response,NA,NA
CVAWG1,2001-2002,CVX_B,,,Warm-up grade (% incline),Cardiovascular Fitness,Response,NA,NA
CVAWG1,2003-2004,CVX_C,,,Warm-up grade (% incline),Cardiovascular Fitness,Response,NA,NA
CVAWS1,1999-2000,CVX,,,Warm-up speed (miles per hour),Cardiovascular Fitness,Response,NA,NA
CVAWS1,2001-2002,CVX_B,,,Warm-up speed (miles per hour),Cardiovascular Fitness,Response,NA,NA
CVAWS1,2003-2004,CVX_C,,,Warm-up speed (miles per hour),Cardiovascular Fitness,Response,NA,NA
CVDESVO2,1999-2000,CVX,,,Estimated maximal oxygen uptake (ml/kg/min).,Cardiovascular Fitness,Response,NA,NA
CVDESVO2,2001-2002,CVX_B,,,Estimated maximal oxygen uptake (ml/kg/min).,Cardiovascular Fitness,Response,NA,NA
CVDESVO2,2003-2004,CVX_C,,,Estimated maximal oxygen uptake (ml/kg/min).,Cardiovascular Fitness,Response,NA,NA
CVDEXCL1,1999-2000,CVX,,,Excluded from exam due to selected physical functioning limitations,Cardiovascular Fitness,Response,NA,NA
CVDEXCL1,2001-2002,CVX_B,,,Excluded from exam due to selected physical functioning limitations,Cardiovascular Fitness,Response,NA,NA
CVDEXCL1,2003-2004,CVX_C,,,Excluded from exam due to selected physical functioning limitations,Cardiovascular Fitness,Response,NA,NA
CVDEXCL2,1999-2000,CVX,,,Excluded from exam due to selected cardiovascular conditions/symptoms,Cardiovascular Fitness,Response,NA,NA
CVDEXCL2,2001-2002,CVX_B,,,Excluded from exam due to selected cardiovascular conditions/symptoms,Cardiovascular Fitness,Response,NA,NA
CVDEXCL2,2003-2004,CVX_C,,,Excluded from exam due to selected cardiovascular conditions/symptoms,Cardiovascular Fitness,Response,NA,NA
CVDEXCL3,1999-2000,CVX,,,Excluded from exam due to selected lung/breathing conditions/symptoms,Cardiovascular Fitness,Response,NA,NA
CVDEXCL3,2001-2002,CVX_B,,,Excluded from exam due to selected lung/breathing conditions/symptoms,Cardiovascular Fitness,Response,NA,NA
CVDEXCL3,2003-2004,CVX_C,,,Excluded from exam due to selected lung/breathing conditions/symptoms,Cardiovascular Fitness,Response,NA,NA
CVDEXCL4,1999-2000,CVX,,,Excluded from exam due to selected asthma symptoms,Cardiovascular Fitness,Response,NA,NA
CVDEXCL4,2001-2002,CVX_B,,,Excluded from exam due to selected asthma symptoms,Cardiovascular Fitness,Response,NA,NA
CVDEXCL4,2003-2004,CVX_C,,,Excluded from exam due to selected asthma symptoms,Cardiovascular Fitness,Response,NA,NA
CVDEXCL5,1999-2000,CVX,,,Excluded from exam due to taking selected exclusionary medications,Cardiovascular Fitness,Response,NA,NA
CVDEXCL5,2001-2002,CVX_B,,,Excluded from exam due to taking selected exclusionary medications,Cardiovascular Fitness,Response,NA,NA
CVDEXCL5,2003-2004,CVX_C,,,Excluded from exam due to taking selected exclusionary medications,Cardiovascular Fitness,Response,NA,NA
CVDEXCL6,1999-2000,CVX,,,Excluded from exam due to other specific reasons,Cardiovascular Fitness,Response,NA,NA
CVDEXCL6,2001-2002,CVX_B,,,Excluded from exam due to other specific reasons,Cardiovascular Fitness,Response,NA,NA
CVDEXCL6,2003-2004,CVX_C,,,Excluded from exam due to other specific reasons,Cardiovascular Fitness,Response,NA,NA
CVDEXCMT,1999-2000,CVX,,,Comment code for CV fitness exam status,Cardiovascular Fitness,Response,NA,NA
CVDEXCMT,2001-2002,CVX_B,,,Comment code for CV fitness exam status,Cardiovascular Fitness,Response,NA,NA
CVDEXCMT,2003-2004,CVX_C,,,Comment code for CV fitness exam status,Cardiovascular Fitness,Response,NA,NA
CVDEXLEN,1999-2000,CVX,,,Length of the CV fitness exam (minutes),Cardiovascular Fitness,Response,NA,NA
CVDEXLEN,2001-2002,CVX_B,,,Length of the CV fitness exam (minutes),Cardiovascular Fitness,Response,NA,NA
CVDEXLEN,2003-2004,CVX_C,,,Length of the CV fitness exam (minutes),Cardiovascular Fitness,Response,NA,NA
CVDEXMER,1999-2000,CVX,,,Examiner ID code,Cardiovascular Fitness,Response,NA,NA
CVDEXMER,2001-2002,CVX_B,,,Examiner ID code,Cardiovascular Fitness,Response,NA,NA
CVDEXMER,2003-2004,CVX_C,,,Examiner ID code,Cardiovascular Fitness,Response,NA,NA
CVDEXSTS,1999-2000,CVX,,,CV fitness exam status,Cardiovascular Fitness,Response,NA,NA
CVDEXSTS,2001-2002,CVX_B,,,CV fitness exam status,Cardiovascular Fitness,Response,NA,NA
CVDEXSTS,2003-2004,CVX_C,,,CV fitness exam status,Cardiovascular Fitness,Response,NA,NA
CVDFITLV,1999-2000,CVX,,,Cardiovascular fitness level,Cardiovascular Fitness,Response,NA,NA
CVDFITLV,2001-2002,CVX_B,,,Cardiovascular fitness level,Cardiovascular Fitness,Response,NA,NA
CVDFITLV,2003-2004,CVX_C,,,Cardiovascular fitness level,Cardiovascular Fitness,Response,NA,NA
CVDPMHR,1999-2000,CVX,,,Predicted maximal heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDPMHR,2001-2002,CVX_B,,,Predicted maximal heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDPMHR,2003-2004,CVX_C,,,Predicted maximal heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDPROT,1999-2000,CVX,,,Exercise protocol used in stage 1 and stage 2 after adjustment for warm-up heart rate,Cardiovascular Fitness,Response,NA,NA
CVDPROT,2001-2002,CVX_B,,,Exercise protocol used in stage 1 and stage 2 after adjustment for warm-up heart rate,Cardiovascular Fitness,Response,NA,NA
CVDPROT,2003-2004,CVX_C,,,Exercise protocol used in stage 1 and stage 2 after adjustment for warm-up heart rate,Cardiovascular Fitness,Response,NA,NA
CVDR1DI,1999-2000,CVX,,,Recovery 1 diastolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDR1DI,2001-2002,CVX_B,,,Recovery 1 diastolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDR1DI,2003-2004,CVX_C,,,Recovery 1 diastolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDR1HR,1999-2000,CVX,,,Recovery 1 heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDR1HR,2001-2002,CVX_B,,,Recovery 1 heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDR1HR,2003-2004,CVX_C,,,Recovery 1 heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDR1SY,1999-2000,CVX,,,Recovery 1 systolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDR1SY,2001-2002,CVX_B,,,Recovery 1 systolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDR1SY,2003-2004,CVX_C,,,Recovery 1 systolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDR1TIM,1999-2000,CVX,,,Amount of time spent in Recovery 1 (minutes),Cardiovascular Fitness,Response,NA,NA
CVDR1TIM,2001-2002,CVX_B,,,Amount of time spent in Recovery 1 (minutes),Cardiovascular Fitness,Response,NA,NA
CVDR1TIM,2003-2004,CVX_C,,,Amount of time spent in Recovery 1 (minutes),Cardiovascular Fitness,Response,NA,NA
CVDR2DI,1999-2000,CVX,,,Recovery 2 diastolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDR2DI,2001-2002,CVX_B,,,Recovery 2 diastolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDR2DI,2003-2004,CVX_C,,,Recovery 2 diastolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDR2HR,1999-2000,CVX,,,Recovery 2 heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDR2HR,2001-2002,CVX_B,,,Recovery 2 heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDR2HR,2003-2004,CVX_C,,,Recovery 2 heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDR2SY,1999-2000,CVX,,,Recovery 2 systolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDR2SY,2001-2002,CVX_B,,,Recovery 2 systolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDR2SY,2003-2004,CVX_C,,,Recovery 2 systolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDR2TIM,1999-2000,CVX,,,Amount of time spent in Recovery 2 (minutes),Cardiovascular Fitness,Response,NA,NA
CVDR2TIM,2001-2002,CVX_B,,,Amount of time spent in Recovery 2 (minutes),Cardiovascular Fitness,Response,NA,NA
CVDR2TIM,2003-2004,CVX_C,,,Amount of time spent in Recovery 2 (minutes),Cardiovascular Fitness,Response,NA,NA
CVDR3DI,1999-2000,CVX,,,Recovery 3 diastolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDR3DI,2001-2002,CVX_B,,,Recovery 3 diastolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDR3DI,2003-2004,CVX_C,,,Recovery 3 diastolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDR3HR,1999-2000,CVX,,,Recovery 3 heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDR3HR,2001-2002,CVX_B,,,Recovery 3 heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDR3HR,2003-2004,CVX_C,,,Recovery 3 heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDR3SY,1999-2000,CVX,,,Recovery 3 systolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDR3SY,2001-2002,CVX_B,,,Recovery 3 systolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDR3SY,2003-2004,CVX_C,,,Recovery 3 systolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDR3TIM,1999-2000,CVX,,,Amount of time spent in Recovery 3 (minutes),Cardiovascular Fitness,Response,NA,NA
CVDR3TIM,2001-2002,CVX_B,,,Amount of time spent in Recovery 3 (minutes),Cardiovascular Fitness,Response,NA,NA
CVDR3TIM,2003-2004,CVX_C,,,Amount of time spent in Recovery 3 (minutes),Cardiovascular Fitness,Response,NA,NA
CVDS1DI,1999-2000,CVX,,,Stage 1 diastolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDS1DI,2001-2002,CVX_B,,,Stage 1 diastolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDS1DI,2003-2004,CVX_C,,,Stage 1 diastolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDS1G,1999-2000,CVX,,,Stage 1 grade (% incline),Cardiovascular Fitness,Response,NA,NA
CVDS1G,2001-2002,CVX_B,,,Stage 1 grade (% incline),Cardiovascular Fitness,Response,NA,NA
CVDS1G,2003-2004,CVX_C,,,Stage 1 grade (% incline),Cardiovascular Fitness,Response,NA,NA
CVDS1HR,1999-2000,CVX,,,Stage 1 heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDS1HR,2001-2002,CVX_B,,,Stage 1 heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDS1HR,2003-2004,CVX_C,,,Stage 1 heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDS1S,1999-2000,CVX,,,Stage 1 speed (miles per hour),Cardiovascular Fitness,Response,NA,NA
CVDS1S,2001-2002,CVX_B,,,Stage 1 speed (miles per hour),Cardiovascular Fitness,Response,NA,NA
CVDS1S,2003-2004,CVX_C,,,Stage 1 speed (miles per hour),Cardiovascular Fitness,Response,NA,NA
CVDS1SY,1999-2000,CVX,,,Stage 1 systolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDS1SY,2001-2002,CVX_B,,,Stage 1 systolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDS1SY,2003-2004,CVX_C,,,Stage 1 systolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDS1TIM,1999-2000,CVX,,,Amount of time spent in Stage 1 (minutes),Cardiovascular Fitness,Response,NA,NA
CVDS1TIM,2001-2002,CVX_B,,,Amount of time spent in Stage 1 (minutes),Cardiovascular Fitness,Response,NA,NA
CVDS1TIM,2003-2004,CVX_C,,,Amount of time spent in Stage 1 (minutes),Cardiovascular Fitness,Response,NA,NA
CVDS2DI,1999-2000,CVX,,,Stage 2 diastolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDS2DI,2001-2002,CVX_B,,,Stage 2 diastolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDS2DI,2003-2004,CVX_C,,,Stage 2 diastolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDS2G,1999-2000,CVX,,,Stage 2 grade (% incline),Cardiovascular Fitness,Response,NA,NA
CVDS2G,2001-2002,CVX_B,,,Stage 2 grade (% incline),Cardiovascular Fitness,Response,NA,NA
CVDS2G,2003-2004,CVX_C,,,Stage 2 grade (% incline),Cardiovascular Fitness,Response,NA,NA
CVDS2HR,1999-2000,CVX,,,Stage 2 heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDS2HR,2001-2002,CVX_B,,,Stage 2 heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDS2HR,2003-2004,CVX_C,,,Stage 2 heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDS2S,1999-2000,CVX,,,Stage 2 speed (miles per hour),Cardiovascular Fitness,Response,NA,NA
CVDS2S,2001-2002,CVX_B,,,Stage 2 speed (miles per hour),Cardiovascular Fitness,Response,NA,NA
CVDS2S,2003-2004,CVX_C,,,Stage 2 speed (miles per hour),Cardiovascular Fitness,Response,NA,NA
CVDS2SY,1999-2000,CVX,,,Stage 2 systolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDS2SY,2001-2002,CVX_B,,,Stage 2 systolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDS2SY,2003-2004,CVX_C,,,Stage 2 systolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDS2TIM,1999-2000,CVX,,,Amount of time spent in Stage 2 (minutes),Cardiovascular Fitness,Response,NA,NA
CVDS2TIM,2001-2002,CVX_B,,,Amount of time spent in Stage 2 (minutes),Cardiovascular Fitness,Response,NA,NA
CVDS2TIM,2003-2004,CVX_C,,,Amount of time spent in Stage 2 (minutes),Cardiovascular Fitness,Response,NA,NA
CVDVOMAX,1999-2000,CVX,,,Predicted maximal oxygen uptake (ml/kg/min),Cardiovascular Fitness,Response,NA,NA
CVDVOMAX,2001-2002,CVX_B,,,Predicted maximal oxygen uptake (ml/kg/min),Cardiovascular Fitness,Response,NA,NA
CVDVOMAX,2003-2004,CVX_C,,,Predicted maximal oxygen uptake (ml/kg/min),Cardiovascular Fitness,Response,NA,NA
CVDWDI,1999-2000,CVX,,,Warm-up diastolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDWDI,2001-2002,CVX_B,,,Warm-up diastolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDWDI,2003-2004,CVX_C,,,Warm-up diastolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDWHR,1999-2000,CVX,,,Warm-up heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDWHR,2001-2002,CVX_B,,,Warm-up heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDWHR,2003-2004,CVX_C,,,Warm-up heart rate (per minute),Cardiovascular Fitness,Response,NA,NA
CVDWSY,1999-2000,CVX,,,Warm-up systolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDWSY,2001-2002,CVX_B,,,Warm-up systolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDWSY,2003-2004,CVX_C,,,Warm-up systolic blood pressure (mm Hg),Cardiovascular Fitness,Response,NA,NA
CVDWTIM,1999-2000,CVX,,,Amount of time spent in warm-up (minutes),Cardiovascular Fitness,Response,NA,NA
CVDWTIM,2001-2002,CVX_B,,,Amount of time spent in warm-up (minutes),Cardiovascular Fitness,Response,NA,NA
CVDWTIM,2003-2004,CVX_C,,,Amount of time spent in warm-up (minutes),Cardiovascular Fitness,Response,NA,NA
CVQ220A,1999-2000,CVX,,,Reason for Priority 2 Stop: Heart rate exceeds predetermined limit during first 2 minutes of stage 2,Cardiovascular Fitness,Response,NA,NA
CVQ220A,2001-2002,CVX_B,,,Reason for Priority 2 Stop: Heart rate exceeds predetermined limit during first 2 minutes of stage 2,Cardiovascular Fitness,Response,NA,NA
CVQ220A,2003-2004,CVX_C,,,Reason for Priority 2 Stop: Heart rate exceeds predetermined limit during first 2 minutes of stage 2,Cardiovascular Fitness,Response,NA,NA
CVQ220B,1999-2000,CVX,,,Reason for Priority 2 Stop: Heart rate exceeds predetermined limit during stage 1,Cardiovascular Fitness,Response,NA,NA
CVQ220B,2001-2002,CVX_B,,,Reason for Priority 2 Stop: Heart rate exceeds predetermined limit during stage 1,Cardiovascular Fitness,Response,NA,NA
CVQ220B,2003-2004,CVX_C,,,Reason for Priority 2 Stop: Heart rate exceeds predetermined limit during stage 1,Cardiovascular Fitness,Response,NA,NA
CVQ220C,1999-2000,CVX,,,Reason for Priority 2 Stop: Exercise blood pressure exceeds 260 mmHg systolic and/or 115 mmHg diastolic,Cardiovascular Fitness,Response,NA,NA
CVQ220C,2001-2002,CVX_B,,,Reason for Priority 2 Stop: Exercise blood pressure exceeds 260 mmHg systolic and/or 115 mmHg diastolic,Cardiovascular Fitness,Response,NA,NA
CVQ220C,2003-2004,CVX_C,,,Reason for Priority 2 Stop: Exercise blood pressure exceeds 260 mmHg systolic and/or 115 mmHg diastolic,Cardiovascular Fitness,Response,NA,NA
CVQ220E,1999-2000,CVX,,,Reason for Priority 2 Stop: Significant drop (> 20 mm Hg) in systolic blood pressure during exercise,Cardiovascular Fitness,Response,NA,NA
CVQ220E,2001-2002,CVX_B,,,Reason for Priority 2 Stop: Significant drop (> 20 mm Hg) in systolic blood pressure during exercise,Cardiovascular Fitness,Response,NA,NA
CVQ220E,2003-2004,CVX_C,,,Reason for Priority 2 Stop: Significant drop (> 20 mm Hg) in systolic blood pressure during exercise,Cardiovascular Fitness,Response,NA,NA
CVQ220G,1999-2000,CVX,,,"Reason for Priority 2 Stop: Sudden, noticeable variability in heart rate (sudden change of more than 30 beats/minute during a stage)",Cardiovascular Fitness,Response,NA,NA
CVQ220G,2001-2002,CVX_B,,,"Reason for Priority 2 Stop: Sudden, noticeable variability in heart rate (sudden change of more than 30 beats/minute during a stage)",Cardiovascular Fitness,Response,NA,NA
CVQ220G,2003-2004,CVX_C,,,"Reason for Priority 2 Stop: Sudden, noticeable variability in heart rate (sudden change of more than 30 beats/minute during a stage)",Cardiovascular Fitness,Response,NA,NA
CVQ220H,1999-2000,CVX,,,Reason for Priority 2 Stop: Participant requests to stop test or reports severe fatigue,Cardiovascular Fitness,Response,NA,NA
CVQ220H,2001-2002,CVX_B,,,Reason for Priority 2 Stop: Participant requests to stop test or reports severe fatigue,Cardiovascular Fitness,Response,NA,NA
CVQ220H,2003-2004,CVX_C,,,Reason for Priority 2 Stop: Participant requests to stop test or reports severe fatigue,Cardiovascular Fitness,Response,NA,NA
CVQ220I,1999-2000,CVX,,,Reason for Priority 2 Stop: Equipment failure,Cardiovascular Fitness,Response,NA,NA
CVQ220I,2001-2002,CVX_B,,,Reason for Priority 2 Stop: Equipment failure,Cardiovascular Fitness,Response,NA,NA
CVQ220I,2003-2004,CVX_C,,,Reason for Priority 2 Stop: Equipment failure,Cardiovascular Fitness,Response,NA,NA
CVQ220J,1999-2000,CVX,,,Reason for Priority 2 Stop: Participant is unable to stop gripping hand rails,Cardiovascular Fitness,Response,NA,NA
CVQ220J,2001-2002,CVX_B,,,Reason for Priority 2 Stop: Participant is unable to stop gripping hand rails,Cardiovascular Fitness,Response,NA,NA
CVQ220J,2003-2004,CVX_C,,,Reason for Priority 2 Stop: Participant is unable to stop gripping hand rails,Cardiovascular Fitness,Response,NA,NA
CVQ220K,1999-2000,CVX,,,Reason for Priority 2 Stop: Participant reports a rating of perceived exertion more than 17,Cardiovascular Fitness,Response,NA,NA
CVQ220K,2001-2002,CVX_B,,,Reason for Priority 2 Stop: Participant reports a rating of perceived exertion more than 17,Cardiovascular Fitness,Response,NA,NA
CVQ220K,2003-2004,CVX_C,,,Reason for Priority 2 Stop: Participant reports a rating of perceived exertion more than 17,Cardiovascular Fitness,Response,NA,NA
CVQ220L,1999-2000,CVX,,,Reason for Priority 2 Stop: Technician discretion (technician notices signs of severe exertion),Cardiovascular Fitness,Response,NA,NA
CVQ220L,2001-2002,CVX_B,,,Reason for Priority 2 Stop: Technician discretion (technician notices signs of severe exertion),Cardiovascular Fitness,Response,NA,NA
CVQ220L,2003-2004,CVX_C,,,Reason for Priority 2 Stop: Technician discretion (technician notices signs of severe exertion),Cardiovascular Fitness,Response,NA,NA
CVQ220M,1999-2000,CVX,,,Reason for Priority 2 Stop: Other specified reasons,Cardiovascular Fitness,Response,NA,NA
CVQ220M,2001-2002,CVX_B,,,Reason for Priority 2 Stop: Other specified reasons,Cardiovascular Fitness,Response,NA,NA
CVQ220M,2003-2004,CVX_C,,,Reason for Priority 2 Stop: Other specified reasons,Cardiovascular Fitness,Response,NA,NA
CVXPARC,1999-2000,CVX,,,Physical activity readiness (PAR) code,Cardiovascular Fitness,Response,NA,NA
CVXPARC,2001-2002,CVX_B,,,Physical activity readiness (PAR) code,Cardiovascular Fitness,Response,NA,NA
CVXPARC,2003-2004,CVX_C,,,Physical activity readiness (PAR) code,Cardiovascular Fitness,Response,NA,NA
CVXS1RPE,1999-2000,CVX,,,Stage 1 rating of perceived exertion (RPE),Cardiovascular Fitness,Response,NA,NA
CVXS1RPE,2001-2002,CVX_B,,,Stage 1 rating of perceived exertion (RPE),Cardiovascular Fitness,Response,NA,NA
CVXS1RPE,2003-2004,CVX_C,,,Stage 1 rating of perceived exertion (RPE),Cardiovascular Fitness,Response,NA,NA
CVXS2RPE,1999-2000,CVX,,,Stage 2 rating of perceived exertion (RPE),Cardiovascular Fitness,Response,NA,NA
CVXS2RPE,2001-2002,CVX_B,,,Stage 2 rating of perceived exertion (RPE),Cardiovascular Fitness,Response,NA,NA
CVXS2RPE,2003-2004,CVX_C,,,Stage 2 rating of perceived exertion (RPE),Cardiovascular Fitness,Response,NA,NA
CVXWRPE,1999-2000,CVX,,,Warm-up rating of perceived exertion (RPE),Cardiovascular Fitness,Response,NA,NA
CVXWRPE,2001-2002,CVX_B,,,Warm-up rating of perceived exertion (RPE),Cardiovascular Fitness,Response,NA,NA
CVXWRPE,2003-2004,CVX_C,,,Warm-up rating of perceived exertion (RPE),Cardiovascular Fitness,Response,NA,NA
LBXCD4,1999-2000,LAB03,,,CD4 counts (cells/mm3),CD8+ T Cells,Response,NA,NA
LBXCD4,2001-2002,L03_B,,,CD4 counts (cells/mm3),CD8+ T Cells,Response,NA,NA
LBXCD4,2003-2004,L03_C,,,CD4 counts (cells/mm3),CD8+ T Cells,Response,NA,NA
LBXCD4,2005-2006,HIV_D,,,CD4 counts (cells/mm3),CD8+ T Cells,Response,NA,NA
LBXCD8,1999-2000,LAB03,,,CD8 counts (cells/mm3),CD8+ T Cells,Response,NA,NA
LBXCD8,2001-2002,L03_B,,,CD8 counts (cells/mm3),CD8+ T Cells,Response,NA,NA
LBXCD8,2003-2004,L03_C,,,CD8 counts (cells/mm3),CD8+ T Cells,Response,NA,NA
LBXCD8,2005-2006,HIV_D,,,CD8 counts (cells/mm3),CD8+ T Cells,Response,NA,NA
LBDTCSI,1999-2000,Lab13,,,Serum total cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDTCSI,2003-2004,l13_c,,,Serum total cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDTCSI,2005-2006,TCHOL_D,,,Serum total cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDTCSI,2007-2008,TCHOL_E,,,Serum total cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDTCSI,2009-2010,TCHOL_F,,,Serum total cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDTCSI,2011-2012,TCHOL_G,,,Serum total cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDTCSI,2013-2014,TCHOL_H,,,Serum total cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDTCSI,2017-2018,TCHOL_J,,,Serum total cholesterol:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDSTRSI,2003-2004,L40_C,,,Serum triglycerides:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDSTRSI,2009-2010,BIOPRO_F,,,Serum triglycerides:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDSTRSI,1999-2000,LAB18,,,Serum triglycerides:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDSTRSI,2005-2006,BIOPRO_D,,,Serum triglycerides:  SI (mmol/L),Cholesterol,Response,NA,NA
LBDSTRSI,2007-2008,BIOPRO_E,,,Serum triglycerides:  SI (mmol/L),Cholesterol,Response,NA,NA
